"popsong_lyrics","singer","element_id"
"doo doo doo doo doo doo
*laughs*
we go where we like,
we got over time,
we get paid 2 rattle our chains,
we go in the back,
paint our money black,
spend it on the enemy,
sleeping in the church,
riding in the dirt,
put a banner over my grave,
Make a body work,
make a begger hurt,
sell me sumthing big and untamed,","Pink",185
"Chorus","Pink",186
"Now our time, real good time,
now our time, a real good time
now our time, ( SAID NOW OUR TIME),
a real good time (ITS A REALLY GOOD TIME!)
(HEY AAAAAAA BE ALL MINE)","Pink",187
"we know how 2 pray,
party everyday,
make our desillation ok,
riding in a rut,
till the powers cut,
we dont even have a good name,
sleeping in the church,
riding in the dirt,
put a banner over my grave,
Make a body work,
make a begger hurt,
sell me sumthing big and untamed,","Pink",188
"*Chorus*","Pink",189
"Now our time, real good time, oohh
now our time, a real good time
now our time, ( NOW IT's OUR TIME),
a real good time","Pink",190
"(hey AAAAAA BE ALL MINE)","Pink",191
"doo doo doo doo....baby....i can fly...yeh
(sell me sumthin big and untamed)","Pink",192
"now are time, real good time,
now our time (I SAID NOW OUR TIME),
real good time (ITS A REALLY GOOD TIME)
now are time, real good time","Pink",193
"Feel good,
Real good, its the same old same
Real good,
Feel good, dont got no more brains
Feel good,
Real good, its the same old same....yeh
Feel good,
Real good, i dont got no more brain!","Pink",194
"(Hey AAAAAAAA be all mine!)","Pink",195
"doo doo doo doo doo doo
*laughs*
we go where we like,
we got over time,
we get paid 2 rattle our chains,
we go in the back,
paint our money black,
spend it on the enemy,
sleeping in the church,
riding in the dirt,
put a banner over my grave,
Make a body work,
make a begger hurt,
sell me sumthing big and untamed,","Pink",196
"Chorus","Pink",197
"Now our time, real good time,
now our time, a real good time
now our time, ( SAID NOW OUR TIME),
a real good time (ITS A REALLY GOOD TIME!)
(HEY AAAAAAA BE ALL MINE)","Pink",198
"we know how 2 pray,
party everyday,
make our desillation ok,
riding in a rut,
till the powers cut,
we dont even have a good name,
sleeping in the church,
riding in the dirt,
put a banner over my grave,
Make a body work,
make a begger hurt,
sell me sumthing big and untamed,","Pink",199
"*Chorus*","Pink",200
"Now our time, real good time, oohh
now our time, a real good time
now our time, ( NOW IT's OUR TIME),
a real good time","Pink",201
"(hey AAAAAA BE ALL MINE)","Pink",202
"doo doo doo doo....baby....i can fly...yeh
(sell me sumthin big and untamed)","Pink",203
"now are time, real good time,
now our time (I SAID NOW OUR TIME),
real good time (ITS A REALLY GOOD TIME)
now are time, real good time","Pink",204
"Feel good,
Real good, its the same old same
Real good,
Feel good, dont got no more brains
Feel good,
Real good, its the same old same....yeh
Feel good,
Real good, i dont got no more brain!","Pink",205
"(Hey AAAAAAAA be all mine!)","Pink",206
"(Ahh, Ah,Ha,Ha,Ha,Ha)
(Yeah, Mhmm)
(Mmm, Uhh)","Pink",207
"I’m alone now
Staring at the sealing
(Uh, Uh)
I’m kina bored now
I can’t sleep
(I Can’t Sleep, Uh, Uh)","Pink",208
"And you only can make my life complete
(Uh, Uh. Ah, IE)
and when come you slip into a dream
(Uh, Uh. Ah, IE)","Pink",209
"When it’s late at night and you’re fast a sleep
I let my fingers do the walking
I press record I become a fene
While no one else is watching
I let my fingers do the walking","Pink",210
"(Sth, Mmm)","Pink",211
"I’m staring (Sth)
For some attention
I’m begging, pleading, bleeding
For a segestion
(Uh, Uh, Uh)","Pink",212
"I bite my tongue because I wanna scream
(Uh, Uh. Ah, IE)
I’m almost there then you turn and look at me
(Uh, Uh. Ah, IE)","Pink",213
"When it’s late at night and you’re fast a sleep
I let my fingers do the walking
I press record I become a fene
While no one else is watching
(I let my fingers do the walking)","Pink",214
"Rewind and you will see
(You will see)
while in the morning I’m happy
(I’m happy)
Right there on the TV screen
(On the TV)
(MY FINGER, MY FINGER!)","Pink",215
"(Ahh, uh, Uh, Uh, uh)
I’m restless
You need some caffeine
(Ah, Ha, Ha, Ha)
I'm wasted
If you could only see
(only see)","Pink",216
"'cause I need more than you are gonna give
(Uh, Uh. Ah, IE)","Pink",217
"When it’s late at night and you’re fast a sleep
I let my fingers do the walking
(AHHHHHH)!
I press record I become a fene
While no one else is watching
(No, No, No No)","Pink",218
"When it’s late at night and you’re fast a sleep
I let my fingers do the walking
(My fingers do the walking)
I press record I become a fene
While no one else is watching
(No one else is watching)
(I let my fingers do the walking)","Pink",219
"(Ah, Ah, ah, ah, ah Uh, Uh, uh Huh","Pink",220
"See my days are cold without you
But I'm hurtin while im with you
And though my heart can't take no more
I keep on running back to you
See my days are cold without you
But I'm hurtin while im with you
And though my heart can't take no more
I keep on running back to you","Pink",221
"Baby I don't know why ya treatin me so bad
You said you love me, no one above me
And I was all you had
And though my heart is eating for ya
I can't stop crying
I don't know how
I allow you to treat me this way and still i stay","Pink",222
"Baby I don't know why ya wanna do me wrong
See when I'm home, I'm all alone
And you are always gone
Boy, you know I really love you
I can't deny
I can't see how you could bring me to so many tears
after all these years","Pink",223
"See my days are cold without you
But I'm hurtin while im with you
And though my heart can't take no more
I keep on running back to you
See my days are cold without you
But I'm hurtin while im with you
And though my heart can't take no more
I keep on running back to you
Oohhhhh
I trusted you, I trusted you
So sad, so sad
what love will make you do
all the things that we accept
be the things that we regret
too all of my ladies (ladies) feel me
c'mon sing wit me
See, when I get the strength to leave
Always tell me that you need me
And I'm weak cause I believe you
And I'm mad because I love you
So I stop and think that maybe
You can learn to appreciate me
Then it all remains the same that
You ain't never gonna change
(never gonna change, never gonna change)
See my days are cold without you
But I'm hurtin while im with you
And though my heart can't take no more
I keep on running back to you
See my days are cold without you
Butm hurtin while im with you
And though my heart can't take no more
I keep on running back to you","Pink",224
"Baby why you hurt me leave me and desert me
Boy I gave you all my heart
And all you do is tear it up
Looking out my window
Knowing that I should go
Even when I pack my bags
This something always hold me back","Pink",225
"Cada ves que yo me voy
Llevo a un  lado de mi piel
Tus fotografías
Para verlas cada vez
Que tu ausencia me devora entero el corazón
Y yo no tengo remedio más
Que amarte
Y en la distancia te puedo ver
Cuando tu fotos me siento a ver
Y en las estrellas tus ojos ver
Cuando tus fotos me siento a ver
Cada ves que te busco te vas
Y cada ves que te llamo no estas
Es por eso que debo decir que tu solo en mis fotos estas
Cada ves que te busco te vas
Y cada ves que te llamo no estas
Es por eso que debo decir que tu solo en mis fotos estas
Cuando hay un abismo desnudo que se pone entre los dos
Yo me valgo de un recuerdo ¿¿¿taciturno??? De tu voz
Y de nuevo siento enfermo este corazón
Que no le queda remedio más
Que amarte
Y en la distancia te puedo ver
Cuando tu fotos me siento a ver
Y en las estrellas tus ojos ver
Cuando tus fotos me siento a ver
Te puedo ver
Cada ves que te busco te vas
Y cada ves que te llamo no estas
Es por eso que debo decir que tu solo en mis fotos estas
Cada ves que te busco te vas
Y cada ves que te llamo no estas
Es por eso que debo decir que tu solo en mis fotos estas
Cada ves que te busco te vas
Y cada ves que te llamo no estas
Es por eso que debo decir que tu solo en mis fotos estas
Bis x 3","Pink",226
"Everything's broken
But nothing really needs to be fixed
Everything I always say
I always contradict
Don't keep pushing me
Don't keep aching me
I know you love me, baby
But I don't want to know how","Pink",227
"'Cause I want to be free
But there's still things I need
And I want to be free, oh, baby
Why's it so hard to understand me
I speak clearly
Just give me what I need
Oh, oh, no, no
Just give me what I need","Pink",228
"Oh, yeah, oh
I'm tired of strangers always comin' 'round
I'm tired of all these favours
Cause I don't know what they're about
I've gotta get away, oh
From these conditions
Why can't I just love myself enough?
Instead of looking outside
For what I should have inside
I wanna live in a world with
No mirrors, no sizes, no consequence and no prizes
No past, no future, no ages, no losers
No hate, no desire, no fate
All these shackles that I tied myself down with
They're weighing me down
I wanna fly away, fly away from here, so far
Just give me wings
Oh, God, why's it so hard, to be free?","Pink",229
